track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
2woCC5hiuPTDAonxhEojP0,4.0,28.35992,8.0,1.0,,,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,202760.0,0.68,0.885,B,-4.36,major,0.0382,0.00557,0.000704,0.377,0.879,144.998,10s,"dance pop, pop"
034f2qkphFRyX7MmBzC6fr,4.0,60.68875,6.0,0.0,,,Hon ska bli min,Casanovas,172320.0,0.507,0.977,E,-2.765,major,0.0935,0.0127,0.0,0.469,0.849,75.037,10s,dansband
0IkKz2J93C94Ei4BvDop7P,4.0,58.70723,11.0,1.0,,,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,262173.0,0.75,0.727,F,-4.21,minor,0.142,0.0189,0.0,0.266,0.359,129.993,10s,"dance pop, pop, pop rap"
6SxAcbydq3I9KXRg6KHJj8,4.0,37.79597,10.0,0.0,,,Ocean,Dream Koala,347835.0,0.446,0.454,E,-12.151,minor,0.0559,0.941,0.445,0.0944,0.0858,89.939,10s,indie dream pop
3W9Cv384ciVjRpiFUW84IS,4.0,0.0,2.0,0.0,,,Rock Star (Intro),Black Thought,64587.0,0.628,0.833,C# / Db,-7.03,major,0.282,0.294,0.000105,0.282,0.585,89.549,10s,"alternative hip hop, east coast hip hop"
5AUDdnTXFNPISte1j0FPWV,4.0,39.18909,28.0,0.0,,,Perfect World,Holger Czukay,633173.0,0.636,0.657,A,-10.607,major,0.0611,0.0157,0.00877,0.157,0.631,128.184,10s,"experimental, krautrock, rock keyboard"
3SmzFvJKGjsNTnMu7TCvCF,4.0,48.5885,10.0,0.0,,,We No Speak Americano,Yolanda Be Cool,269840.0,0.86,0.595,D# / Eb,-9.273,minor,0.0648,0.0468,0.372,0.0824,0.545,124.987,10s,"australian dance, australian house, bass house"
0A4nANrjLbc1e5HNrXFUCq,4.0,99.3756,9.0,0.0,,,Evier metal - Live,Ultra Vomit,266041.0,0.315,0.984,F,-4.751,minor,0.277,0.00151,0.000775,0.895,0.141,108.336,10s,"french rock, neo metal"
7CgMevmCBwaGAEjXtvaj0e,4.0,43.05664,8.0,0.0,,,If You Come Back (Aerocity Rework),Aerocity,271015.0,0.215,0.311,E,-12.345,minor,0.033,0.383,0.785,0.187,0.0332,144.989,10s,chillstep
0qU2KlUjsiSUHgyUdLSxos,4.0,41.20527,11.0,0.0,,,Cinema - Skrillex Remix,Benny Benassi,307893.0,0.636,0.987,F# / Gb,-3.803,minor,0.188,0.00987,0.00992,0.0691,0.414,145.061,10s,"edm, electro house, pop dance"
