track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
1shRBEykFXAQFgnAF02nZ7,4.0,25.78501,8.0,1.0,,,Ninety Nine [Flash The Message],John Forte,223533.0,0.882,0.52,E,-10.899,minor,0.315,0.0589,0.0,0.313,0.447,96.846,90s,
6wetvpPWooBdmAEOKnDhpo,4.0,54.33883,7.0,1.0,,,Don't Stop Movin',Livin' Joy,223535.0,0.74,0.762,F,-7.166,minor,0.0418,0.0131,0.0,0.283,0.832,127.372,90s,diva house
0jsANwwkkHyyeNyuTFq2XO,4.0,26.28229,14.0,1.0,,,Heartbreaker,Mariah Carey Featuring Jay-Z,285707.0,0.524,0.816,C# / Db,-5.872,major,0.37,0.384,0.0,0.349,0.789,200.031,90s,"dance pop, pop, urban contemporary"
4saig3o5GHgMtfrdJa28tx,4.0,40.8931,14.0,1.0,,,House Keeper,Men Of Vizion,273187.0,0.776,0.399,F# / Gb,-6.905,minor,0.0783,0.0792,0.0,0.32,0.358,142.769,90s,"contemporary r&b, new jack swing"
5fknQFkpTHBqFCtQQsJAHC,4.0,18.88912,10.0,1.0,,,Shoop Shoop (Never Stop Givin' You Love),Michael Cooper,256307.0,0.702,0.573,D,-10.421,major,0.0375,0.12,0.0,0.0893,0.627,136.443,90s,"contemporary r&b, new jack swing"
5UmI6dBAUAOLzwN71y413P,4.0,155.76488,5.0,0.0,,,Vibraphone Boogie,Mr. Scruff,265472.0,0.814,0.491,A# / Bb,-9.725,minor,0.0428,0.00228,0.0316,0.0679,0.742,88.626,90s,"downtempo, electronica, jazztronica, trip hop"
6hQOGP9xMg6V6okcvOxzk9,4.0,42.39045,8.0,0.0,,,Le Rock Des Copains,Les Forbans,138907.0,0.581,0.892,A,-8.453,major,0.0464,0.154,0.0455,0.217,0.903,117.637,90s,"chanson, chanson humoristique, classic french pop, french pop, ye ye"
6z6hCyOaWbqYKAlgeA6U3d,4.0,37.74951,13.0,0.0,,,Technical Difficulties,Racer X,260920.0,0.29,0.938,E,-7.082,minor,0.108,0.000446,0.89,0.545,0.196,120.488,90s,"metal guitar, neo classical metal"
5PbC9tBONAbLTDTfMvzndz,4.0,43.69078,11.0,0.0,,,Down for Life,Biohazard,225960.0,0.323,0.932,G# / Ab,-6.552,major,0.0447,8.03e-05,2.09e-05,0.135,0.558,98.243,90s,"alternative metal, funk metal, groove metal, hardcore, nyhc, rap metal, rap rock"
4L0JH42JwC8EgB2RnuTRKq,4.0,28.65164,10.0,1.0,,,Boom Shak A-Tack,Born Jamericans,249333.0,0.684,0.583,B,-9.979,major,0.17,0.00427,0.0,0.195,0.59,173.375,90s,reggae fusion
