track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
11WuptzKtcVfPMYaf5aook,4.0,48.53954,11.0,1.0,,,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,274053.0,0.517,0.747,A# / Bb,-6.191,minor,0.105,0.00431,0.0,0.345,0.271,134.062,00s,
5KPqPP8RLsmAMHu0BN0Pw1,4.0,29.18016,20.0,1.0,,,Been There,Clint Black With Steve Wariner,335200.0,0.637,0.867,D,-5.427,major,0.0298,0.00575,0.00798,0.0542,0.731,92.826,00s,"contemporary country, country, country road"
7dZAPeA3Of5j5Vaef0DQ6M,4.0,40.80333,10.0,1.0,,,Make Her Say,Kid Cudi Featuring Kanye West & Common,216413.0,0.93,0.712,A# / Bb,-5.156,minor,0.0666,0.245,1.48e-05,0.116,0.456,99.054,00s,"hip hop, ohio hip hop, pop rap, rap"
5fXWcDrcJe85rolTOxDrC1,4.0,83.80883,8.0,1.0,,,Move Ya Body,Nina Sky Featuring Jabba,258733.0,0.898,0.744,B,-5.062,minor,0.12,0.152,0.0,0.156,0.901,120.979,00s,hip pop
2tDP4j7ij3nwhLdqXtCPAm,4.0,34.03197,11.0,0.0,,,B-Boys Fly Girls - Radio Edit,Lichtenfels,233660.0,0.589,0.972,F,-4.101,minor,0.0477,0.00109,0.622,0.539,0.723,137.965,00s,
2AqhwZEuXi6zyJYZo0L4q0,4.0,42.95641,10.0,0.0,,,Your Love,Midtown,263227.0,0.574,0.925,C,-6.34,minor,0.12,0.00362,0.000233,0.134,0.442,132.013,00s,"emo, pop punk"
2FhuyP2MQkTprhpjs6wWEu,4.0,56.58018,9.0,0.0,,,Oak or Rock,Phonophani,277507.0,0.122,0.116,G,-13.564,minor,0.0366,0.688,3.16e-05,0.0825,0.0314,66.998,00s,"glitch, nordic ambient, norwegian experimental"
2I1rr3kX0iMyorP5HOBRbL,4.0,61.76406,10.0,1.0,,,Freeze,T-Pain Featuring Chris Brown,218747.0,0.717,0.659,C,-5.706,major,0.0726,0.018,0.0,0.0943,0.536,119.991,00s,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
0tYPj0NYa7vjlJaqlRSnJb,4.0,53.61849,10.0,1.0,,,Chain Hang Low,Jibbs,207587.0,0.792,0.589,E,-6.869,minor,0.262,0.0259,0.000128,0.114,0.778,157.147,00s,dirty south rap
0so6VqkaLySgrmUeqF0epv,4.0,36.8958,12.0,1.0,,,Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,298133.0,0.904,0.693,B,-6.238,minor,0.13,0.257,0.0,0.0734,0.963,101.01,00s,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
47Gqy79zgQgvqIvjpkAcXE,4.0,28.9064,16.0,0.0,,,Forever - Original Club Mix,Bruderschaft,407133.0,0.572,0.958,C,-7.173,minor,0.0372,0.00621,0.00584,0.434,0.597,134.975,00s,"aggrotech, ebm, futurepop"
1jUA4rb6ZCv4gby4YU53xq,4.0,41.9013,13.0,1.0,,,No Air,Jordin Sparks Duet With Chris Brown,264373.0,0.466,0.759,G# / Ab,-4.978,minor,0.199,0.0521,0.0,0.0587,0.328,160.033,00s,"dance pop, pop, post-teen pop"
4GCjTYW7bZZ62rj7gPn2Na,4.0,27.05203,9.0,0.0,,,焼け野が原,Cocco,256770.0,0.33,0.934,E,-3.702,major,0.0858,0.00485,0.0,0.307,0.357,159.781,00s,"classic j-pop, j-rock, japanese singer-songwriter, okinawan pop"
6JWddKPdqvDc2WkPEi9grC,4.0,64.31488,9.0,0.0,,,Have A Nice Day,Stereophonics,205067.0,0.508,0.826,C# / Db,-4.088,minor,0.0405,0.018,0.0,0.28,0.404,120.854,00s,"britpop, modern rock, welsh rock"
4V2F0DZrAXOWq9hkwMMG3x,5.0,71.92873,13.0,1.0,,,Lost Without U,Robin Thicke,254147.0,0.664,0.351,C,-12.136,major,0.118,0.226,2.38e-06,0.106,0.816,113.204,00s,"dance pop, neo soul, pop rap, r&b, urban contemporary"
1LR2pHbA2MpfC6CGo0Yaxq,3.0,39.79587,11.0,0.0,,,Black Rock,The Infamous Stringdusters,211640.0,0.596,0.749,A,-9.537,minor,0.0312,0.632,0.959,0.092,0.933,128.01,00s,"bluegrass, instrumental bluegrass, jam band, jamgrass, mandolin, neo-traditional bluegrass, progressive bluegrass"
2Sx2TE4Lm977qfXcBF3KU3,4.0,30.8333,12.0,1.0,,,Beautiful Love,The Afters,238320.0,0.449,0.816,G# / Ab,-3.635,minor,0.0373,0.000172,0.000311,0.225,0.394,132.022,00s,"ccm, christian alternative rock, christian music, worship"
1XaPLUCuofzvel2LDfkF8j,4.0,45.65416,12.0,0.0,,,Fränkisches Bier,J.B.O.,226467.0,0.517,0.788,C,-3.671,minor,0.0352,0.061,0.0,0.159,0.827,82.051,00s,"comic, comic metal, german rock, medieval rock"
2J0h1x5WNzSkVqNahAQg9L,4.0,38.55895,17.0,0.0,,,Théologie Du Misanthrope - Instrumental,Misanthrope,444000.0,0.267,0.968,A,-5.516,major,0.0804,3.95e-06,0.794,0.103,0.126,119.995,00s,french death metal
