Unnamed: 0,track,artist,track_id,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature,chorus_hit,sections,target,era,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,playlist_id,playlist_name,duration_mins,genre
8017,Lullaby Of Love,The Poppies,42khap6heGqCfJCJje287E,0.48,0.679,G,-6.974,major,0.052,0.271,0.0,0.627,0.788,122.316,137267,4,35.00444,7,1,60s,,,,,,,,,,,,,,,,,,,,,,
8067,Jenny Brown,The Smothers Brothers,1P8r9ZCiVpG1WtBdge701d,0.523,0.125,F,-25.177,major,0.589,0.759,0.0,0.692,0.345,132.635,319227,4,34.77671,12,1,60s,,,,,,,,,,,,,,,,,,,,,,
8075,Jailhouse Rock,Jeff Beck,3YF6tZ2oENU9tU2XWFbtuT,0.17,0.858,F,-7.745,major,0.0628,0.158,0.00365,0.483,0.472,169.386,192400,4,18.12778,12,0,60s,,,,,,,,,,,,,,,,,,,,,,
8102,You Were Only Fooling (While I Was Falling In Love),Vic Damone,5zTsicOFimBo9Bj7g9XSkv,0.497,0.457,G# / Ab,-12.482,major,0.0308,0.725,0.0,0.0474,0.488,121.2,154147,4,37.38224,8,1,60s,,,,,,,,,,,,,,,,,,,,,,
8103,What's Your Name,Don & Juan,3gzbPqfjQKHTUm18u71cIt,0.55,0.38,F,-7.963,major,0.0257,0.845,0.0,0.0791,0.795,99.789,135427,3,60.98239,6,1,60s,,,,,,,,,,,,,,,,,,,,,,
8106,Bama Lama Bama Loo,Little Richard,1OFrZFdH7nNBd2DJCsX7Vd,0.51,0.841,A# / Bb,-5.874,major,0.057,0.715,0.0,0.431,0.913,77.594,132853,4,78.04575,5,1,60s,,,,,,,,,,,,,,,,,,,,,,
8114,"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,6RzqD964t0xz5yHHdvpEtO,0.628,0.669,F,-7.207,minor,0.0339,0.176,0.0,0.0627,0.927,105.75,154733,4,59.97401,6,1,60s,,,,,,,,,,,,,,,,,,,,,,
8152,All These Things,The Uniques,6Qbeoi2TE7HX8DlQ5yfKoc,0.26,0.264,F,-14.437,major,0.0306,0.487,1.06e-05,0.216,0.317,99.421,239489,3,31.06251,14,1,60s,,,,,,,,,,,,,,,,,,,,,,
8159,Where Do You Go To (My Lovely),Peter Sarstedt,6M665tf7ZKQzUFA5yOrUE4,0.558,0.444,D,-7.549,minor,0.0345,0.286,6.56e-05,0.121,0.444,182.583,287720,3,26.46644,15,1,60s,,,,,,,,,,,,,,,,,,,,,,
8165,Uccidi o muori (seq.22),Carlo Rustichelli,3S7ccdaxxjt7Zu1BZjSunO,0.31,0.125,F# / Gb,-16.994,minor,0.0342,0.82,0.9,0.0859,0.275,133.901,108640,3,25.35602,6,0,60s,,,,,,,,,,,,,,,,,,,,,,
8175,Don't Make The Good Girls Go Bad,Della Humphrey,43AOxjjpyDvPE6JGWDv0Eh,0.579,0.367,C# / Db,-11.888,minor,0.0364,0.0859,4.38e-06,0.258,0.474,76.333,162200,4,36.79223,7,1,60s,,,,,,,,,,,,,,,,,,,,,,
8215,Yes Indeed,Pete Fountain,1T5cdFiSyAZeOQAYS6rWyD,0.543,0.343,A# / Bb,-15.004,major,0.0325,0.838,0.00158,0.203,0.817,110.632,172667,4,69.22001,7,1,60s,,,,,,,,,,,,,,,,,,,,,,
8219,Loan Me a Dime,Boz Scaggs,05LTrpC9z6YpTPmaeGC9kQ,0.392,0.471,A,-10.518,minor,0.0377,0.309,0.0577,0.287,0.382,139.957,751920,4,38.18317,25,0,60s,,,,,,,,,,,,,,,,,,,,,,
8235,J. S. Bach: Christ lag in Todesbanden BWV 4/Kantate am Osterfest/1. Sinfonia,Gewandhausorchester Leipzig,0W2lq26YgYpgvF7eCpldKQ,0.217,0.146,E,-19.041,minor,0.032,0.921,0.623,0.197,0.117,97.239,56627,5,18.28655,3,0,60s,,,,,,,,,,,,,,,,,,,,,,
8238,Denise,Randy & The Rainbows,2uyTuHLAB3unDK1vkjViH5,0.547,0.678,F,-9.841,minor,0.0416,0.432,0.0,0.114,0.895,125.883,118413,4,53.98426,6,1,60s,,,,,,,,,,,,,,,,,,,,,,
8277,The Men In My Little Girl's Life,Mike Douglas,2QG1xxuz6QDTiC7QmQgWMt,0.343,0.262,C,-16.204,major,0.0431,0.86,6.18e-05,0.559,0.257,91.134,224493,5,43.14027,11,1,60s,,,,,,,,,,,,,,,,,,,,,,
8291,Ghetto Funk,Ike Turner & The Kings Of Rhythm,3rUPbKZIqMmGd6AMsA6Ri5,0.601,0.585,G# / Ab,-9.097,major,0.0285,0.406,0.896,0.107,0.801,109.92,150693,4,46.439,7,0,60s,,,,,,,,,,,,,,,,,,,,,,
8303,Something In The Air,Thunderclap Newman,0emd9tHSVP4dK6UG4pcOFD,0.506,0.402,G# / Ab,-11.743,minor,0.0256,0.307,1.25e-05,0.0814,0.54,94.221,234360,4,33.00554,11,1,60s,,,,,,,,,,,,,,,,,,,,,,
