Unnamed: 0,track,artist,track_id,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature,chorus_hit,sections,target,era,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,playlist_id,playlist_name,duration_mins,genre
15915,You Gonna Make Me Love Somebody Else,The Jones Girls,7MRCd5tmZ2iURu4elcBsuH,0.8,0.72,C# / Db,-7.839,minor,0.051,0.251,0.0127,0.0866,0.955,105.677,270787,4,19.73058,9,1,70s,,,,,,,,,,,,,,,,,,,,,,
15932,Staunen im Fjord,Roedelius,5MasqmZwaceV2LVfO0rv07,0.274,0.331,C# / Db,-12.188,major,0.04,0.983,0.912,0.102,0.112,144.389,216507,5,35.74729,15,0,70s,,,,,,,,,,,,,,,,,,,,,,
15938,Sweet Summer Music,Attitudes,33DJYW4tkKxMZqTjJtYEam,0.654,0.609,A,-8.583,major,0.0373,0.201,0.000687,0.0429,0.839,125.073,224053,4,47.67793,10,1,70s,,,,,,,,,,,,,,,,,,,,,,
15940,What You Won't Do For Love,Bobby Caldwell,7dL8FCLzEaWC2A3qWQuz1q,0.642,0.397,F# / Gb,-16.842,major,0.0639,0.461,0.000834,0.106,0.798,84.064,286493,4,21.41563,11,1,70s,,,,,,,,,,,,,,,,,,,,,,
15968,Reach For It,George Duke,3j8xsPnIX77j4VhgYlroOA,0.753,0.587,G,-8.932,major,0.0563,0.0151,0.00336,0.0374,0.747,88.188,293973,4,34.90318,12,1,70s,,,,,,,,,,,,,,,,,,,,,,
15970,Superman,Celi Bee & The Buzzy Bunch,6pfW8yRHENb3f04VEMcF6z,0.839,0.514,C,-7.466,major,0.0429,0.00982,0.0684,0.184,0.961,118.439,307800,4,52.19855,12,1,70s,,,,,,,,,,,,,,,,,,,,,,
15994,Where Are You Going To My Love,The Brotherhood Of Man,1kzfq7pofurMjxbB623f19,0.217,0.432,C,-12.447,major,0.0348,0.0835,0.0,0.262,0.29,179.593,178986,4,93.96398,7,1,70s,,,,,,,,,,,,,,,,,,,,,,
16004,"Planes, Boats and Trains",Andrew Jackman,4DHzUFdHMJRouGGJ4XqrKQ,0.677,0.611,B,-9.9,minor,0.033,0.454,0.907,0.163,0.41,102.966,95973,4,56.24051,4,0,70s,,,,,,,,,,,,,,,,,,,,,,
16013,M-16,Negative Trend,58OhirsZcE9mUkNFDli8AN,0.141,0.839,C# / Db,-7.641,minor,0.097,0.000942,0.777,0.309,0.504,199.65,96280,4,52.81298,4,0,70s,,,,,,,,,,,,,,,,,,,,,,
16022,The Lord's Prayer,Sister Janet Mead,2GLnxNLB83jsC3T3RF2XBW,0.64,0.395,E,-11.628,minor,0.032,0.65,0.0408,0.248,0.633,124.164,186000,4,37.95199,8,1,70s,,,,,,,,,,,,,,,,,,,,,,
16033,Survivor,Cindy Bullens,7gf0RdxRbZVpnQqs9V84BJ,0.62,0.693,A,-7.367,major,0.0338,0.0842,0.000165,0.066,0.778,128.937,265367,4,53.22422,12,1,70s,,,,,,,,,,,,,,,,,,,,,,
16037,"Try Some, Buy Some",Ronnie Spector,4bYpOfPbNe6J8X7ZzPNrA6,0.322,0.464,D,-10.453,minor,0.0302,0.116,1.75e-06,0.18,0.245,121.417,252880,3,61.09745,11,1,70s,,,,,,,,,,,,,,,,,,,,,,
16048,The Message,Cymande,1cSn7YyTn523mnxtOZXRYA,0.781,0.695,D# / Eb,-9.911,major,0.052,0.202,0.448,0.121,0.921,87.371,257760,4,84.73236,9,1,70s,,,,,,,,,,,,,,,,,,,,,,
16053,Planet Hot Dog,Cast,3hgvG5RmjFy27sEaLIWycZ,0.696,0.525,D,-10.781,major,0.0355,0.368,0.000276,0.654,0.881,90.973,92373,4,0.0,2,0,70s,,,,,,,,,,,,,,,,,,,,,,
16054,Kiss In The Dark,Pink Lady,0He4KghG2vD1dYNbKOCyaF,0.66,0.904,G,-5.711,minor,0.0602,0.275,0.00228,0.338,0.963,127.337,200573,4,28.6967,11,1,70s,,,,,,,,,,,,,,,,,,,,,,
16055,Since You've Been Gone,Cherie & Marie Currie,79iMgy53VgQL9Rrc1wizM9,0.759,0.625,G,-10.025,major,0.0353,0.0762,0.0,0.195,0.842,121.517,220533,4,67.73457,8,1,70s,,,,,,,,,,,,,,,,,,,,,,
16081,Slippin' Away,Jean Shepard,6S2yygif19aG4J0tLET53g,0.737,0.483,F,-8.389,major,0.0281,0.811,2.17e-06,0.196,0.802,113.365,149800,4,22.47803,7,1,70s,,,,,,,,,,,,,,,,,,,,,,
16082,I Don't Need No Doctor,New Riders Of The Purple Sage,3bCI7TsQp20NcRVvTwJWWv,0.514,0.86,C,-8.669,major,0.0541,0.25,0.0,0.228,0.812,171.828,186600,4,33.6725,9,1,70s,,,,,,,,,,,,,,,,,,,,,,
16083,Scorpio,Dennis Coffey & The Detroit Guitar Band,1P8lIrb4yLlg1nzAjhhcfi,0.696,0.631,B,-15.944,minor,0.0821,0.404,0.89,0.148,0.641,118.966,260843,4,44.17107,10,1,70s,,,,,,,,,,,,,,,,,,,,,,
16092,I Will Be In Love With You,Livingston Taylor,6x7zqY521TZJwwUYlElZoq,0.635,0.423,G,-11.684,major,0.0279,0.331,3.69e-06,0.0937,0.641,111.548,211893,4,39.23421,8,1,70s,,,,,,,,,,,,,,,,,,,,,,
16101,"If It Feels Good, Do It",Ian Lloyd & Stories,3gLYqxcJ7zgUHd7dyocSAm,0.554,0.89,A# / Bb,-9.931,major,0.0598,0.298,0.0,0.392,0.6,87.122,171200,4,70.47478,8,1,70s,,,,,,,,,,,,,,,,,,,,,,
16139,Outlaw Man,David Blue,6X6o9mmX7P9adZMDY2SLOw,0.554,0.629,C,-11.201,major,0.0525,0.00916,0.0,0.135,0.73,100.076,169720,4,37.84881,8,1,70s,,,,,,,,,,,,,,,,,,,,,,
