Unnamed: 0,track,artist,track_id,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature,chorus_hit,sections,target,era,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,playlist_id,playlist_name,duration_mins,genre
34648,Damn!,YoungBloodZ Featuring Lil Jon,5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.724,F# / Gb,-5.799,minor,0.307,0.0149,0.0,0.355,0.518,84.038,298600,4,28.1825,15,1,00s,,,,,,,,,,,,,,,,,,,,,,
34650,Cross The Border,Philly's Most Wanted,26jvFY5r6AN5kuJmih4GpF,0.684,0.839,G# / Ab,-2.59,major,0.26,0.294,1.11e-06,0.0813,0.786,91.136,255724,4,68.33876,14,1,00s,,,,,,,,,,,,,,,,,,,,,,
34656,Don't Trust Me,3OH!3,5jzX4dWVQeBTtfBaXnMRt5,0.791,0.713,F,-3.742,minor,0.254,0.0163,0.0,0.189,0.514,130.012,192573,4,60.2341,8,1,00s,,,,,,,,,,,,,,,,,,,,,,
34658,In Love Wit Chu,Da Brat Featuring Cherish,564OSRbqySMYtqpyCXwXbP,0.813,0.704,C,-3.427,major,0.289,0.236,0.0,0.098,0.792,95.067,248147,4,34.19233,11,1,00s,,,,,,,,,,,,,,,,,,,,,,
34665,High Time,The Sonics,3wlK8L68WjUUi6ObDO8yvy,0.486,0.884,A,-9.658,major,0.0514,0.37,0.00244,0.0538,0.495,106.14,133427,4,46.73601,6,0,00s,,,,,,,,,,,,,,,,,,,,,,
34668,Dance im Olivehain,Phenomden,6yYVqCAGywji3wYwSqwrUn,0.84,0.882,A# / Bb,-5.397,minor,0.0714,0.16,0.0,0.039,0.941,159.95,210107,4,25.80655,10,0,00s,,,,,,,,,,,,,,,,,,,,,,
34669,Este era un rey,Silvestre Revueltas,32moCQn0dcdlMirTlYSmwy,0.508,0.267,C,-18.217,major,0.0594,0.899,0.639,0.294,0.244,131.786,339640,3,88.31857,12,0,00s,,,,,,,,,,,,,,,,,,,,,,
34670,Go Hard,DJ Khaled Featuring Kanye West & T-Pain,6stxKQ2M28z3YYHxVnyTVv,0.64,0.883,F,-4.011,minor,0.0497,0.00866,0.0,0.488,0.379,130.005,272093,4,36.2398,12,1,00s,,,,,,,,,,,,,,,,,,,,,,
34683,Like This,Kelly Rowland Featuring Eve,3sfydNh0QQAdnIAtDVG16H,0.676,0.73,C# / Db,-5.963,major,0.267,0.00193,0.0,0.0627,0.489,178.117,215853,4,25.28362,11,1,00s,,,,,,,,,,,,,,,,,,,,,,
34687,Got It All,Eve & Jadakiss,0wQqyhLetDqk3waR7JSttl,0.79,0.755,C# / Db,-5.992,major,0.459,0.0152,3.57e-05,0.411,0.627,95.052,227227,4,34.41765,10,1,00s,,,,,,,,,,,,,,,,,,,,,,
