track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
5TzrUONJL0qkk8WDJqEGfj,4.0,40.79994,10.0,1.0,,,The Dawn Of Correction,The Spokesmen,203000.0,0.41,0.639,G,-10.755,major,0.039,0.239,0.0,0.573,0.606,116.102,60s,
42khap6heGqCfJCJje287E,4.0,35.00444,7.0,1.0,,,Lullaby Of Love,The Poppies,137267.0,0.48,0.679,G,-6.974,major,0.052,0.271,0.0,0.627,0.788,122.316,60s,
1P8r9ZCiVpG1WtBdge701d,4.0,34.77671,12.0,1.0,,,Jenny Brown,The Smothers Brothers,319227.0,0.523,0.125,F,-25.177,major,0.589,0.759,0.0,0.692,0.345,132.635,60s,drama
3YF6tZ2oENU9tU2XWFbtuT,4.0,18.12778,12.0,0.0,,,Jailhouse Rock,Jeff Beck,192400.0,0.17,0.858,F,-7.745,major,0.0628,0.158,0.00365,0.483,0.472,169.386,60s,"album rock, art rock, blues, blues rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, progressive rock, symphonic rock"
5zTsicOFimBo9Bj7g9XSkv,4.0,37.38224,8.0,1.0,,,You Were Only Fooling (While I Was Falling In Love),Vic Damone,154147.0,0.497,0.457,G# / Ab,-12.482,major,0.0308,0.725,0.0,0.0474,0.488,121.2,60s,"adult standards, easy listening"
3gzbPqfjQKHTUm18u71cIt,3.0,60.98239,6.0,1.0,,,What's Your Name,Don & Juan,135427.0,0.55,0.38,F,-7.963,major,0.0257,0.845,0.0,0.0791,0.795,99.789,60s,"doo-wop, rhythm and blues"
1OFrZFdH7nNBd2DJCsX7Vd,4.0,78.04575,5.0,1.0,,,Bama Lama Bama Loo,Little Richard,132853.0,0.51,0.841,A# / Bb,-5.874,major,0.057,0.715,0.0,0.431,0.913,77.594,60s,"blues, rock-and-roll, rockabilly, soul"
6RzqD964t0xz5yHHdvpEtO,4.0,59.97401,6.0,1.0,,,"Don't Wake Me Up In The Morning, Michael",Peppermint Rainbow,154733.0,0.628,0.669,F,-7.207,minor,0.0339,0.176,0.0,0.0627,0.927,105.75,60s,sunshine pop
6Qbeoi2TE7HX8DlQ5yfKoc,3.0,31.06251,14.0,1.0,,,All These Things,The Uniques,239489.0,0.26,0.264,F,-14.437,major,0.0306,0.487,1.06e-05,0.216,0.317,99.421,60s,"early reggae, rocksteady"
6M665tf7ZKQzUFA5yOrUE4,3.0,26.46644,15.0,1.0,,,Where Do You Go To (My Lovely),Peter Sarstedt,287720.0,0.558,0.444,D,-7.549,minor,0.0345,0.286,6.56e-05,0.121,0.444,182.583,60s,british folk
3S7ccdaxxjt7Zu1BZjSunO,3.0,25.35602,6.0,0.0,,,Uccidi o muori (seq.22),Carlo Rustichelli,108640.0,0.31,0.125,F# / Gb,-16.994,minor,0.0342,0.82,0.9,0.0859,0.275,133.901,60s,vintage italian soundtrack
43AOxjjpyDvPE6JGWDv0Eh,4.0,36.79223,7.0,1.0,,,Don't Make The Good Girls Go Bad,Della Humphrey,162200.0,0.579,0.367,C# / Db,-11.888,minor,0.0364,0.0859,4.38e-06,0.258,0.474,76.333,60s,
1T5cdFiSyAZeOQAYS6rWyD,4.0,69.22001,7.0,1.0,,,Yes Indeed,Pete Fountain,172667.0,0.543,0.343,A# / Bb,-15.004,major,0.0325,0.838,0.00158,0.203,0.817,110.632,60s,"dixieland, jazz clarinet, new orleans jazz"
