track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
3CFPJGktOC1KpxwvDjIHfL,,,,,43.0,TIKTOK DANCE,UCKERS,Shygirl,115000.0,0.773,0.555,E,-7.169,minor,0.0583,0.0154,0.00814,0.319,0.501,97.992,10s,"alternative r&b, art pop, electra, escape room, grimewave, hyperpop"
27OeeYzk6klgBh83TSvGMA,,,,,91.0,TIKTOK DANCE,WITHOUT YOU,The Kid LAROI,161384.0,0.662,0.413,C,-7.357,major,0.0299,0.213,0.0,0.134,0.467,93.005,20s,australian hip hop
2qLSXZuIHMsKydCEFDchc3,,,,,64.0,TIKTOK DANCE,Bang Bang Bang Bang,Sohodolls,181640.0,0.7290000000000001,0.581,A# / Bb,-7.091,minor,0.0304,0.531,1.09e-06,0.102,0.352,93.997,00s,electronic rock
7zkA4TSmYO1Bko2PnFn0YB,,,,,67.0,TIKTOK DANCE,Steven Universe,L.Dre,134025.0,0.6759999999999999,0.0674,G,-13.899,major,0.0703,0.841,0.942,0.121,0.214,77.03699999999999,20s,lo-fi cover
4JLBDUYSaOMPYND0iWeSWQ,,,,,75.0,TIKTOK DANCE,Jenny (I Wanna Ruin Our Friendship),Studio Killers,215280.0,0.6679999999999999,0.7979999999999999,B,-5.7010000000000005,major,0.0334,0.00305,0.0144,0.2769999999999999,0.575,133.928,20s,
7CFfqRW50ffULvBv7lfIIg,,,,,78.0,TIKTOK DANCE,Violent,carolesdaughter,135877.0,0.797,0.755,D,-5.393,major,0.0293,0.331,2.26e-06,0.124,0.411,129.955,20s,alt z
5tfZ1uYrArdbDqiZ7z1aCE,,,,,19.0,TIKTOK DANCE,Space Girl,Frances Forever,231428.0,0.67,0.3979999999999999,A,-9.14,major,0.0306,0.319,0.000113,0.38,0.2189999999999999,125.983,20s,"bedroom pop, indie pop"
0ymn3NBfT1W2QW0d7U5kHS,,,,,46.0,TIKTOK DANCE,Hadal Ahbek,Issam Alnajjar,209684.0,0.8059999999999999,0.47,E,-9.985,major,0.0307,0.156,0.0,0.0884,0.442,95.003,20s,indonesian viral pop
3rchFjeKZ0bJxO7EEdM3S5,,,,,77.0,TIKTOK DANCE,Paparazzi,Kim Dracula,192358.0,0.677,0.685,E,-5.643,minor,0.0505,0.0739,0.0,0.107,0.177,91.008,20s,viral rap
6u3CPnFMKANYgfdiifFOiJ,,,,,78.0,TIKTOK DANCE,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,214692.0,0.539,0.615,C# / Db,-8.746,minor,0.252,0.173,0.0056,0.144,0.493,163.924,20s,"dmv rap, r&b, rap"
