track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
4MjiEXoUPAIpAG9EIPtH3c,4.0,23.83349,14.0,1.0,,,We've Only Just Begun (The Romance Is Not Over),Glenn Jones,357960.0,0.633,0.327,F,-14.367,major,0.09,0.0673,0.0,0.076,0.633,175.114,80s,new jack swing
4R9rKeBJjQSMiKIXacPPEI,4.0,29.60502,12.0,1.0,,,Don't Walk Away,Toni Childs,238973.0,0.66,0.814,B,-10.808,major,0.0345,0.065,1.24e-05,0.119,0.722,115.134,80s,
5Y7JlzuX1CtyEl8qf58qeU,4.0,42.0234,18.0,1.0,,,Rock And Roll Dreams Come Through,Jim Steinman,387267.0,0.628,0.637,C,-13.175,major,0.0294,0.151,0.00109,0.262,0.755,110.447,80s,german show tunes
3CzXn4V2xCgoMTG74zwnqc,4.0,30.96369,15.0,0.0,,,Water & Suns,Stephan Bazbaz,512000.0,0.689,0.957,C# / Db,-5.973,minor,0.0477,2.16e-05,0.839,0.0669,0.336,123.991,80s,"deep tech house, israeli techno"
4KtVCpuKHrFJXzcTx6weSN,4.0,29.77855,9.0,0.0,,,No More Christmas Blues,Alan Vega,191333.0,0.463,0.67,A# / Bb,-8.544,major,0.0646,0.499,0.00142,0.0776,0.109,90.555,80s,"experimental, experimental rock, industrial, no wave, post-punk, synth punk"
3xb1mCmXePglo3bfAp0nh7,3.0,50.04295,14.0,0.0,,,Too Nahin To Zindagi Mein Aur Kya Rah Gaya,Chitra Singh,322493.0,0.502,0.29,B,-14.627,major,0.0299,0.759,0.0,0.107,0.443,109.422,80s,"classic bollywood, filmi, ghazal, hare krishna"
4HA2jo7wkMdN1lmLO6ryzE,4.0,36.72575,10.0,1.0,,,End Of The Line,Traveling Wilburys,209520.0,0.578,0.836,D,-6.607,major,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,80s,"album rock, beatlesque, classic rock, country rock, folk rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, supergroup"
4baAkyIjpj49MImHjJljx2,4.0,58.61402,12.0,1.0,,,Tribute (Right On),The Pasadenas,301733.0,0.697,0.679,B,-12.814,minor,0.0362,0.118,0.000123,0.209,0.968,107.255,80s,brit funk
7w0uMCTE1TBIGfUYIYYjuL,4.0,46.606,9.0,0.0,,,Chanter pour ceux qui sont loin de chez eux - Remasterisé en 2002,Michel Berger,222120.0,0.817,0.44,A,-11.579,minor,0.042,0.678,7.8e-05,0.117,0.772,103.446,80s,"chanson, french pop"
2ddfCiC26mGInDqeKmQwNz,4.0,37.00055,14.0,0.0,,,Bia Lulucha,Cesária Evora,302360.0,0.509,0.786,D,-11.512,minor,0.05,0.12,0.00372,0.0564,0.933,123.306,80s,"afropop, cape verdean folk, morna, musica cabo-verdiana, twoubadou, world"
2XeodpciW0pdNeg8a8AAbf,4.0,27.08667,11.0,1.0,,,Don't Make Me Wait For Love,Kenny G. (Vocal By Lenny Williams),241800.0,0.511,0.64,D,-6.394,major,0.0291,0.556,9.03e-05,0.235,0.407,84.24,80s,"smooth jazz, smooth saxophone"
