track_id,time_signature,chorus_hit,sections,target,popularity,genre,track,artist,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,era,Genre API
27dUo79lgLEy4Rk5w3UvSL,4.0,52.66381,7.0,1.0,,,Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel,241573.0,0.742,0.788,C# / Db,-9.197,major,0.31,0.00961,0.105,0.0864,0.848,85.835,00s,"conscious hip hop, dirty south rap, gangster rap, hardcore hip hop"
6Ez7N9UaTDjdKNrA7E4Xla,4.0,24.67847,10.0,0.0,,,Boom Boom Room,Big El,246733.0,0.858,0.479,G# / Ab,-6.864,major,0.208,0.462,1.32e-06,0.0907,0.432,102.0,00s,deep g funk
7DoMGZLVzga3vhyZlb0hBX,4.0,27.27445,10.0,1.0,,,An Honest Mistake,The Bravery,219707.0,0.465,0.883,D,-4.259,minor,0.0297,3.29e-06,0.506,0.101,0.644,140.047,00s,"dance-punk, indie rock, modern rock"
4mqkKHiktOy62J4FySa7o6,4.0,206.9273,5.0,0.0,,,To Our Friends In the Great White North,Botch,311280.0,0.222,0.92,B,-4.512,minor,0.102,1.99e-05,0.865,0.335,0.184,74.811,00s,"american metalcore, chaotic hardcore, mathcore, noise rock, post-hardcore, post-metal, sasscore, sludge metal"
4PgtB6Sul8WDTRZCe5e8St,4.0,43.84836,10.0,1.0,,,Break It Off,Rihanna & Sean Paul,213373.0,0.897,0.738,A# / Bb,-5.314,minor,0.228,0.0166,0.0,0.0573,0.798,133.966,00s,"barbadian pop, pop, urban contemporary"
0fGh0trRN1xz3s41r7V5ce,4.0,28.79388,14.0,1.0,,,Shake That,Eminem Featuring Nate Dogg,274440.0,0.963,0.643,C# / Db,-5.785,minor,0.117,0.0507,4.94e-05,0.157,0.534,107.005,00s,"detroit hip hop, hip hop, rap"
5cuw44v2eVgFXv30Qzqd1h,4.0,29.07464,7.0,0.0,,,Ancha Es Castilla (Metal Version),Mägo de Oz,234313.0,0.299,0.803,G# / Ab,-6.215,major,0.0486,0.00037,1.34e-05,0.288,0.419,144.421,00s,"celtic metal, latin rock, medieval rock, rock en espanol, spanish folk metal, spanish metal"
0vhb8KmNrwSNdRph4m1iLi,4.0,94.53437,9.0,0.0,,,Perfume - Zurdo Jazz Remix,Campo,474547.0,0.711,0.922,D,-10.056,major,0.0381,0.0142,0.848,0.1,0.66,105.008,00s,uruguayan indie
3UmaczJpikHgJFyBTAJVoz,4.0,23.24436,15.0,1.0,,,Stan,Eminem Featuring Dido,404107.0,0.78,0.768,F# / Gb,-4.325,minor,0.238,0.0371,2.34e-06,0.518,0.507,80.063,00s,"detroit hip hop, hip hop, rap"
5TpaWJKnuyA4MjzAbFXSTQ,4.0,28.1825,15.0,1.0,,,Damn!,YoungBloodZ Featuring Lil Jon,298600.0,0.772,0.724,F# / Gb,-5.799,minor,0.307,0.0149,0.0,0.355,0.518,84.038,00s,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop"
